Seasonal_index,PPG,Date,Year,Month,Week,Intercept,Vol.Sales,Wtd.Selling.Dist,Weighted_Price,display_platinum,display_gold,display_silver,display_bronze,promo_catalogue,promo_ins,Retailer 1_Promo.Group 3_display_silver,Retailer 1_Promo.Group 22_display_bronze,Retailer 1_Promo.Group 20_display_platinum,Retailer 1_Promo.Group 20_promo_catalogue,Vol.Sales_pred
14.540235312356995,ppg6_1,2018-08-05,2018,8,31,-26.665639672521188,42.8609,35.36047796103517,-0.030012450053139444,10.716713469653582,0.0,0.0,0.0,0.0,7.261537581280217,0.0,,10.716713469653577,0.0,51.90002567140521
49.16652387321376,ppg6_1,2018-08-12,2018,8,32,-26.665639672521188,19.41618,35.34582532332212,-0.030012450053139444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,57.81669707396155
11.9779161375773,ppg6_1,2018-08-19,2018,8,33,-26.665639672521188,19.04754,28.016366615855027,-0.023581210756038126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.3050618701551
43.13909219690376,ppg6_1,2018-08-26,2018,8,34,-26.665639672521188,166.3419,34.66212278146108,-0.023581210756038126,0.0,10.800929750210994,0.0,0.0,19.11943767542718,0.0,0.0,,0.0,19.11943767542718,100.15179919615296
10.105116522736223,ppg6_1,2018-09-02,2018,9,35,-26.665639672521188,42.85086,35.89399096633738,-0.023581210756038126,0.0,0.0,0.0,0.0,0.0,7.261537581280217,0.0,,0.0,0.0,26.571424187076595
31.099376413788764,ppg6_1,2018-09-09,2018,9,36,-26.665639672521188,159.92564,36.41494456788554,-0.023581210756038126,0.0,0.0,6.123238353756991,0.0,19.11943767542718,0.0,13.293514145578731,-0.0,0.0,19.11943767542718,98.48072794858716
23.95120488648056,ppg6_1,2018-09-16,2018,9,37,-26.665639672521188,38.87796,36.43221374804736,-0.023581210756038126,0.0,0.0,0.0,0.0,0.0,7.261537581280217,0.0,-0.0,0.0,0.0,40.955735332530914
23.235377932616657,ppg6_1,2018-09-23,2018,9,38,-26.665639672521188,75.75556,36.43221374804736,-0.023581210756038126,0.0,10.800929750210994,0.0,0.0,19.11943767542718,0.0,0.0,-0.0,0.0,19.11943767542718,82.01817589845214
7.694463249667543,ppg6_1,2018-09-30,2018,9,39,-26.665639672521188,21.81538,36.412066371191905,-0.023581210756038126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,17.417308737582225
34.16331123645482,ppg6_1,2018-10-07,2018,10,40,-26.665639672521188,164.17332,36.273912929897364,-0.023581210756038126,10.716713469653582,0.0,0.0,0.0,19.11943767542718,0.0,0.0,-0.0,10.716713469653577,19.11943767542718,103.42030557323648
41.2944319567876,ppg6_1,2018-10-14,2018,10,41,-26.665639672521188,50.52,36.083951948117374,-0.023581210756038126,0.0,0.0,0.0,5.108836804723649,0.0,7.261537581280217,0.0,-0.0,0.0,0.0,63.059537407631616
15.671241526817017,ppg6_1,2018-10-21,2018,10,42,-26.665639672521188,65.2487,35.7759849018983,-0.023581210756038126,10.716713469653582,0.0,0.0,0.0,19.11943767542718,0.0,0.0,-2.040099636903343,10.716713469653577,19.11943767542718,82.39020819869626
22.598606760665756,ppg6_1,2018-10-28,2018,10,43,-26.665639672521188,55.93428,35.28093507059286,-0.023581210756038126,0.0,0.0,0.0,0.0,19.11943767542718,0.0,0.0,-2.040099636903343,10.716713469653577,19.11943767542718,78.10581013158598
19.223283527954617,ppg6_1,2018-11-04,2018,11,44,-26.665639672521188,22.48092,34.63909720791199,-0.023581210756038126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.040099636903343,0.0,0.0,25.13306021568604
19.71814172834152,ppg6_1,2018-11-11,2018,11,45,-26.665639672521188,63.56228,34.36566852201655,-0.023581210756038126,10.716713469653582,0.0,0.0,0.0,19.11943767542718,0.0,0.0,-0.0,10.716713469653577,19.11943767542718,87.06689165724237
5.901599456477122,ppg6_1,2018-11-18,2018,11,46,-26.665639672521188,13.62028,34.08360524604019,-0.023581210756038126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,13.295983819240092
16.304950488959513,ppg6_1,2018-11-25,2018,11,47,-26.665639672521188,35.66148,33.89652246095385,-0.023581210756038126,0.0,0.0,0.0,0.0,0.0,7.261537581280217,0.0,-0.0,0.0,0.0,30.773789647916352
6.440303305194864,ppg6_1,2018-12-02,2018,12,48,-26.665639672521188,14.58226,33.80729836345111,-0.023581210756038126,0.0,0.0,0.0,0.0,19.11943767542718,0.0,0.0,-0.0,0.0,19.11943767542718,51.79725613622311
22.323297405966276,ppg6_1,2018-12-09,2018,12,49,-26.665639672521188,64.72286,36.25287995405925,-0.02539515004496414,10.716713469653582,0.0,0.0,0.0,19.11943767542718,0.0,0.0,-0.0,10.716713469653577,19.11943767542718,91.55744482762088
11.12514967267973,ppg6_1,2018-12-16,2018,12,50,-26.665639672521188,40.55562,36.20018681459115,-0.02539515004496414,0.0,0.0,0.0,5.108836804723649,0.0,7.261537581280217,0.0,-0.0,0.0,0.0,33.00467605070859
19.736475167508715,ppg6_1,2018-12-23,2018,12,51,-26.665639672521188,42.48566,36.166091253758836,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,7.261537581280217,0.0,-0.0,0.0,0.0,36.473069179981614
11.799862767531478,ppg6_1,2018-12-30,2018,12,52,-26.665639672521188,27.99276,35.874729188464585,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,20.983557133429912
7.235165399708989,ppg6_1,2019-01-06,2019,1,1,-26.665639672521188,13.57,35.85303201338949,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.397162590532325
6.500334247140695,ppg6_1,2019-01-13,2019,1,2,-26.665639672521188,11.96744,35.82513564543577,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.634435070010316
36.21760648528272,ppg6_1,2019-01-20,2019,1,3,-26.665639672521188,143.40806,33.266197385047505,-0.023581210756038126,0.0,10.800929750210994,0.0,0.0,19.11943767542718,0.0,13.293514145578731,-0.0,0.0,19.11943767542718,105.12790223369709
43.81119874178074,ppg6_1,2019-01-27,2019,1,4,-26.665639672521188,35.33608,35.80343847036067,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,7.261537581280217,0.0,-0.0,0.0,0.0,60.185139970855474
11.518018055921889,ppg6_1,2019-02-03,2019,2,5,-26.665639672521188,12.90036,33.26044099166023,-0.023581210756038126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,18.0892381643049
20.861924010190723,ppg6_1,2019-02-10,2019,2,6,-26.665639672521188,40.92314,35.81273725967858,-0.02539515004496414,0.0,0.0,6.123238353756991,0.0,19.11943767542718,0.0,0.0,-0.0,0.0,19.11943767542718,74.3457401519145
6.610631916581707,ppg6_1,2019-02-17,2019,2,7,-26.665639672521188,12.80404,35.72284896293886,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.642446056954416
14.774464490980868,ppg6_1,2019-02-24,2019,2,8,-26.665639672521188,49.33204,33.16546050077024,-0.023581210756038126,0.0,0.0,0.0,5.108836804723649,19.11943767542718,0.0,0.0,-0.0,0.0,19.11943767542718,64.59841626405189
16.171976125031577,ppg6_1,2019-03-03,2019,3,9,-26.665639672521188,12.12328,35.72594855937815,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,25.206889861843578
7.267344932844784,ppg6_1,2019-03-10,2019,3,10,-26.665639672521188,14.42776,35.679454612788646,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.25576472306728
82.68394964818933,ppg6_1,2019-03-17,2019,3,11,-26.665639672521188,161.68078,35.76934290952837,-0.02539515004496414,10.716713469653582,0.0,0.0,0.0,19.11943767542718,0.0,0.0,-0.0,10.716713469653577,19.11943767542718,151.43456002531306
17.848620749520876,ppg6_1,2019-03-24,2019,3,12,-26.665639672521188,50.79276,35.74144654157465,-0.02539515004496414,0.0,0.0,0.0,5.108836804723649,0.0,7.261537581280217,0.0,-2.040099636903343,0.0,0.0,37.2293072176299
7.332350055637352,ppg6_1,2019-03-31,2019,3,13,-26.665639672521188,12.93502,35.679454612788646,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.040099636903343,0.0,0.0,14.280670208956504
13.178422101568076,ppg6_1,2019-04-07,2019,4,14,-26.665639672521188,14.02604,34.65658778781946,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.040099636903343,0.0,0.0,19.10387542991804
18.03257876365283,ppg6_1,2019-04-14,2019,4,15,-26.665639672521188,63.99958,33.76390401330091,-0.02539515004496414,0.0,10.800929750210994,0.0,0.0,19.11943767542718,0.0,0.0,-2.040099636903343,0.0,19.11943767542718,72.1051534185496
6.003712224377409,ppg6_1,2019-04-21,2019,4,16,-26.665639672521188,12.8572,33.52213549103546,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,12.83481289284672
22.27226099086352,ppg6_1,2019-04-28,2019,4,17,-26.665639672521188,52.16498,33.46634275512805,-0.02539515004496414,0.0,0.0,0.0,5.108836804723649,0.0,7.261537581280217,0.0,-0.0,0.0,0.0,41.41794330942928
15.595209256914055,ppg6_1,2019-05-05,2019,5,18,-26.665639672521188,13.1712,33.391952440584845,-0.02539515004496414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,22.296126874932746
36.26627160796764,ppg6_1,2019-05-12,2019,5,19,-26.665639672521188,145.11092,33.37645445838834,-0.02539515004496414,0.0,10.800929750210994,0.0,0.0,19.11943767542718,0.0,0.0,-0.0,0.0,19.11943767542718,91.99149634485518
38.48632213377781,ppg6_1,2019-05-19,2019,5,20,-26.665639672521188,45.9241,33.37645445838834,-0.02539515004496414,0.0,10.800929750210994,0.0,0.0,0.0,7.261537581280217,0.0,-0.0,0.0,0.0,63.2342091010912
