Seasonal_index,PPG,Date,Year,Month,Week,Intercept,Vol.Sales,Wtd.Selling.Dist,Weighted_Price,display_platinum,display_gold,display_silver,display_bronze,promo_catalogue,promo_ins,Retailer 0_Promo.Group 20_display_bronze,Retailer 0_Promo.Group 20_promo_ins,Retailer 0_Promo.Group 3_Weighted_Price,Retailer 0_Promo.Group 3_display_bronze,Retailer 0_Promo.Group 5_promo_catalogue,Retailer 0_Promo.Group 6_Weighted_Price,Retailer 0_Promo.Group 6_Wtd.Selling.Dist,Retailer 1_Promo.Group 19_Weighted_Price,Retailer 1_Promo.Group 19_display_silver,Retailer 1_Promo.Group 20_Weighted_Price,Retailer 1_Promo.Group 20_Wtd.Selling.Dist,Retailer 1_Promo.Group 6_Weighted_Price,Retailer 1_Promo.Group 6_Wtd.Selling.Dist,Vol.Sales_pred
0.06372564393134526,ppg22_0,2018-08-19,2018,8,33,4.025471592289098,0.01404,0.08899899583196076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0265570875445439,-0.000139188093615125,-0.0,0.0,3.7554483163885704e-05,-2.7472485070661663,-0.0108170437883153,0.0,0.00040136154092515,-2.1885533725478195,-4.500360695787141e-05,0.5411349047880404,-0.2004759746937964
0.07859861294329694,ppg22_0,2018-08-26,2018,8,34,4.025471592289098,0.32552,0.9173742647294417,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0,-0.000139188093615125,-0.0308427797456308,0.0,3.7554483163885704e-05,-3.0279098894964833,-0.0108170437883153,0.0,0.00040136154092515,-2.1891363649219664,-4.500360695787141e-05,0.6694973965854089,0.45594929772448073
0.07342721543688396,ppg22_0,2018-09-02,2018,9,35,4.025471592289098,1.05352,1.6772887676023374,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0,-0.000139188093615125,-0.0,0.0,3.7554483163885704e-05,-3.3818721096419666,-0.0108170437883153,0.0,0.00040136154092515,-2.182723448806349,-4.500360695787141e-05,0.6932908770918071,0.9177793593131265
0.05781092550205122,ppg22_0,2018-09-09,2018,9,36,4.025471592289098,1.30416,2.6015091089342377,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0,-0.000139188093615125,-0.0,0.0,4.044328956110768e-05,-3.8137017303670016,-0.0108170437883153,0.0,0.00040136154092515,-2.095857585058447,-4.500360695787141e-05,0.7033530732872701,1.4914847387349208
0.1522552456298589,ppg22_0,2018-09-16,2018,9,37,4.025471592289098,2.72376,3.2176560031555046,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0,-0.00015907210698871423,-0.0,0.0,3.7554483163885704e-05,-3.5719526089641858,-0.0108170437883153,0.0,0.00032108923274012,-1.7270566091730581,-4.500360695787141e-05,0.7036866267523131,2.8128565587092877
0.17131849292333737,ppg22_0,2018-09-23,2018,9,38,4.025471592289098,3.45592,3.2826937308788606,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0265570875445439,-0.000139188093615125,-0.0308427797456308,0.0,3.7554483163885704e-05,-3.572788740192877,-0.0108170437883153,0.0,0.00032108923274012,-1.8016796330638736,-4.500360695787141e-05,0.7036866267523131,2.817232570418902
0.15892613279802587,ppg22_0,2018-09-30,2018,9,39,4.025471592289098,2.69724,3.323770190493611,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0,-0.00015907210698871423,-0.0,0.0,4.044328956110768e-05,-3.840415051160537,-0.0108170437883153,0.0,0.00032108923274012,-1.8086755415536375,-4.500360695787141e-05,0.7032974810430962,2.5751740017358107
0.23043274018628565,ppg22_0,2018-10-07,2018,10,40,4.025471592289098,3.43044,3.3785388033132797,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0265570875445439,-0.00015907210698871423,-0.0,0.0,4.044328956110768e-05,-3.8371134047703253,-0.0108170437883153,0.0,0.00032108923274012,-1.8054107842584144,-4.500360695787141e-05,0.7006290533227525,2.7319042854533744
0.2573370903352785,ppg22_0,2018-10-14,2018,10,41,4.025471592289098,2.94944,3.3888079182169673,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0265570875445439,-0.00015907210698871423,-0.0,0.0,3.7554483163885704e-05,-3.5477048033321736,-0.0108170437883153,0.0,0.00032108923274012,-1.7923517550775216,-4.500360695787141e-05,0.6969599652072799,3.067873404203229
0.18398557695172316,ppg22_0,2018-10-21,2018,10,42,4.025471592289098,3.42264,3.3888079182169673,0.0,0.0,0.0,0.0,0.0,0.0,0.0234587848061148,-0.0,0.0,-0.000139188093615125,-0.0,0.0,4.044328956110768e-05,-3.814602179382514,-0.0108170437883153,0.0,0.00032108923274012,-1.7783599380979938,-4.500360695787141e-05,0.6910115950806803,2.7091336468974894
