Seasonal_index,PPG,Date,Year,Month,Week,Intercept,Vol.Sales,Wtd.Selling.Dist,Weighted_Price,display_platinum,display_gold,display_silver,display_bronze,promo_catalogue,promo_ins,Retailer 0_Promo.Group 22_promo_ins,Retailer 1_Promo.Group 3_display_bronze,Vol.Sales_pred
7.680359200848288,ppg6_0,2019-02-24,2019,2,8,14.8851853927152,10.8657,-7.36614536119904,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0022619859092986,15.196497077956593
33.355059849113424,ppg6_0,2019-03-03,2019,3,9,14.8851853927152,48.77118,-7.3597395110153725,-0.0051641403171521294,0.0,0.0,-0.0,-1.6885213346949703,12.637295312338438,0.0,0.0,0.0,51.82411556813957
17.80484627171994,ppg6_0,2019-03-10,2019,3,10,14.8851853927152,25.22224,-7.35100426076492,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0022619859092986,25.336125249262366
32.944062380778426,ppg6_0,2019-03-17,2019,3,11,14.8851853927152,43.45298,-6.83728835317873,-0.004795273151641263,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,51.95611734194276
10.850433927573242,ppg6_0,2019-03-24,2019,3,12,14.8851853927152,12.16048,-6.839992121113394,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,18.89083192602341
35.75491894139338,ppg6_0,2019-03-31,2019,3,13,14.8851853927152,50.89372,-7.357410110948587,-0.0051641403171521294,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,54.24648327762234
27.5704773016335,ppg6_0,2019-04-07,2019,4,14,14.8851853927152,39.31574,-7.317227959796501,-0.0051641403171521294,0.0,0.0,-0.0,-1.6885213346949703,0.0,1.4755937001150308,0.0,0.0,34.920342959655116
11.129764267679066,ppg6_0,2019-04-14,2019,4,15,14.8851853927152,16.1736,-7.175716905739156,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,18.83406861433796
16.100728822835215,ppg6_0,2019-04-21,2019,4,16,14.8851853927152,25.3114,-7.04701755204914,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,23.933732523184123
65.60958433120932,ppg6_0,2019-04-28,2019,4,17,14.8851853927152,113.32996,-6.956753299461121,-0.0051641403171521294,12.54060811178541,0.0,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0,98.71075570827009
7.9556708726626075,ppg6_0,2019-05-05,2019,5,18,14.8851853927152,12.81612,-6.913077048208853,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,15.922615076851804
28.43620093487714,ppg6_0,2019-05-12,2019,5,19,14.8851853927152,48.308040000000005,-6.896771247741341,-0.0051641403171521294,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,47.38840413431335
8.074774720305252,ppg6_0,2019-05-19,2019,5,20,14.8851853927152,13.48814,-6.878718397223738,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,16.07607757547956
31.177899557087855,ppg6_0,2019-05-26,2019,5,21,14.8851853927152,51.50566,-6.846689146305408,-0.0051641403171521294,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,50.18018485796
7.804033396789421,ppg6_0,2019-06-02,2019,6,22,14.8851853927152,13.0698,-6.842612696188532,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0022619859092986,15.843703938908236
68.6315409953144,ppg6_0,2019-06-09,2019,6,23,14.8851853927152,114.11654,-6.840865646138439,-0.0051641403171521294,12.54060811178541,0.0,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0,101.84860002569786
17.683614560382015,ppg6_0,2019-06-16,2019,6,24,14.8851853927152,29.23756,-6.843195046205226,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0022619859092986,25.722702752484132
22.209601469137848,ppg6_0,2019-06-23,2019,6,25,14.8851853927152,38.56838,-6.342498821135189,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,30.74749276756622
9.821101146607859,ppg6_0,2019-06-30,2019,6,26,14.8851853927152,17.86636,-6.828636295787804,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,17.8724861032181
37.04563461106833,ppg6_0,2019-07-07,2019,7,27,14.8851853927152,60.9966,-6.810583445270201,-0.0051641403171521294,0.0,4.111278507654205,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0,61.86364623818882
26.713205217479363,ppg6_0,2019-07-14,2019,7,28,14.8851853927152,41.17692,-6.804759945103232,-0.0051641403171521294,0.0,0.0,-0.0,-1.6885213346949703,12.637295312338438,0.0,0.0,0.0022619859092986,45.73950248832695
81.41925729372306,ppg6_0,2019-07-21,2019,7,29,14.8851853927152,132.9701,-6.754095493650602,-0.0051641403171521294,0.0,4.111278507654205,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0,106.29375687246315
9.472045660980033,ppg6_0,2019-07-28,2019,7,30,14.8851853927152,14.50988,-6.266668529675299,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,18.08539838370278
36.52363715099983,ppg6_0,2019-08-04,2019,8,31,14.8851853927152,54.75952,-6.018587422562422,-0.0051641403171521294,0.0,0.0,-0.0,-1.6885213346949703,12.637295312338438,0.0,0.0,0.0022619859092986,56.33610694438823
10.38746374270048,ppg6_0,2019-08-11,2019,8,32,14.8851853927152,15.64628,-5.927740819957706,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,19.339744175140822
16.203526052805927,ppg6_0,2019-08-18,2019,8,33,14.8851853927152,27.75122,-5.123748386905972,-0.004475588274865176,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0022619859092986,25.96274945624959
9.113956303535467,ppg6_0,2019-08-25,2019,8,34,14.8851853927152,13.81456,-5.869880186155894,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,18.12446623694313
39.50572757676101,ppg6_0,2019-09-01,2019,9,35,14.8851853927152,60.77078,-5.911590312827978,-0.004475588274865176,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,59.443800263152866
12.821167247634953,ppg6_0,2019-09-08,2019,9,36,14.8851853927152,13.40602,-6.220288510488368,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,21.481268856710145
74.6741024205007,ppg6_0,2019-09-15,2019,9,37,14.8851853927152,97.10962,-6.065632984625579,-0.004795273151641263,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,94.45781275021818
18.286756464151523,ppg6_0,2019-09-22,2019,9,38,14.8851853927152,30.65558,-5.6223952945363,-0.004475588274865176,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,27.54507097405556
13.68027498816722,ppg6_0,2019-09-29,2019,9,39,14.8851853927152,14.40976,-5.941259659631027,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,22.61940544809975
38.06274636250033,ppg6_0,2019-10-06,2019,10,40,14.8851853927152,53.3819,-5.932066848653169,-0.004795273151641263,0.0,0.0,-0.0,-1.6885213346949703,12.637295312338438,0.0,0.0,0.0,57.95984361105419
9.595526024625489,ppg6_0,2019-10-13,2019,10,41,14.8851853927152,14.2069,-5.900703140611065,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,18.575213003577982
33.64009238970699,ppg6_0,2019-10-20,2019,10,42,14.8851853927152,44.0525,-5.893673343980939,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,42.626809165289615
30.672245071420594,ppg6_0,2019-10-27,2019,10,43,14.8851853927152,47.3537,-5.875828475612154,-0.004795273151641263,0.0,0.0,-1.6683421175589344,-0.0,0.0,1.4755937001150308,0.0,0.0,39.48405829792809
10.30707495667961,ppg6_0,2019-11-03,2019,11,44,14.8851853927152,15.2605,-5.493695940846286,-0.004475588274865176,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0022619859092986,19.69635080618296
23.85124468969901,ppg6_0,2019-11-10,2019,11,45,14.8851853927152,56.38278,-5.8855620401769455,-0.004795273151641263,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,43.815025963865125
16.545585484001144,ppg6_0,2019-11-17,2019,11,46,14.8851853927152,13.73154,-5.8823175186553485,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,25.543658084909353
77.13940997705973,ppg6_0,2019-11-24,2019,11,47,14.8851853927152,120.23538,-5.498238270976523,-0.004475588274865176,12.54060811178541,0.0,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0,111.6997849346474
21.89839249283899,ppg6_0,2019-12-01,2019,12,48,14.8851853927152,33.48852,-5.498238270976523,-0.004475588274865176,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,31.280864026302808
14.976857262591201,ppg6_0,2019-12-08,2019,12,49,14.8851853927152,32.41536,-5.877991489959886,-0.004795273151641263,0.0,0.0,-0.0,-1.6885213346949703,0.0,1.4755937001150308,0.0,0.0,23.766328257614937
30.60177288231575,ppg6_0,2019-12-15,2019,12,50,14.8851853927152,39.02332,-5.495714754237502,-0.004475588274865176,0.0,0.0,-0.0,-1.6885213346949703,0.0,1.4755937001150308,0.0,0.0,39.77384029793865
18.854543372022366,ppg6_0,2019-12-22,2019,12,51,14.8851853927152,18.9483,-6.321409431244808,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0022619859092986,27.415417179084905
12.240245106152155,ppg6_0,2019-12-29,2019,12,52,14.8851853927152,10.70728,-5.989927482454982,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,21.130707743260732
43.559159634276355,ppg6_0,2020-01-05,2020,1,1,14.8851853927152,31.60484,-5.74036970208548,-0.004195864007686107,0.0,0.0,-0.0,-1.6885213346949703,0.0,1.4755937001150308,0.0,0.0,52.48685182631846
44.28767466190763,ppg6_0,2020-01-12,2020,1,2,14.8851853927152,116.40052,-5.70641355772955,-0.003949048477822218,12.54060811178541,0.0,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0,78.64040087253932
22.812967147502572,ppg6_0,2020-01-19,2020,1,3,14.8851853927152,37.55746,-7.441850863369636,-0.0051641403171521294,0.0,0.0,-0.0,-1.6885213346949703,0.0,1.4755937001150308,0.0,0.0,30.03820990195105
11.520959269550332,ppg6_0,2020-01-26,2020,1,4,14.8851853927152,13.99528,-6.072054433470406,-0.004195864007686107,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,20.329894364787442
27.937337448185236,ppg6_0,2020-02-02,2020,2,5,14.8851853927152,46.79716,-6.472820435586001,-0.004475588274865176,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0022619859092986,47.31644199772837
63.230235803561555,ppg6_0,2020-02-09,2020,2,6,14.8851853927152,111.77592,-6.465754588716745,-0.004475588274865176,12.54060811178541,0.0,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0022619859092986,96.82535642931829
20.122678974291617,ppg6_0,2020-02-16,2020,2,7,14.8851853927152,28.69718,-6.464240478673334,-0.004475588274865176,0.0,0.0,-0.0,-1.6885213346949703,0.0,1.4755937001150308,0.0,0.0,28.326220665478676
7.680359200848288,ppg6_0,2020-02-23,2020,2,8,14.8851853927152,12.95204,-6.914616116110124,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,15.646133204301723
33.355059849113424,ppg6_0,2020-03-01,2020,3,9,14.8851853927152,54.59696,-6.907045565893065,-0.004795273151641263,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,52.29735759756342
17.80484627171994,ppg6_0,2020-03-08,2020,3,10,14.8851853927152,29.99132,-6.430930057718271,-0.004475588274865176,0.0,0.0,-0.0,-1.6885213346949703,0.0,1.4755937001150308,0.0,0.0,26.041698383862062
32.944062380778426,ppg6_0,2020-03-15,2020,3,11,14.8851853927152,58.85016,-6.423359507501211,-0.004475588274865176,0.0,0.0,-0.0,-1.6885213346949703,12.637295312338438,0.0,0.0,0.0,52.35018665536102
10.850433927573242,ppg6_0,2020-03-22,2020,3,12,14.8851853927152,21.62918,-6.877844872198692,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,18.85297917493811
35.75491894139338,ppg6_0,2020-03-29,2020,3,13,14.8851853927152,59.97298,-6.043191710767866,-0.004195864007686107,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,55.56166995411253
27.5704773016335,ppg6_0,2020-04-05,2020,4,14,14.8851853927152,46.16996,-6.452632301673842,-0.004475588274865176,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,35.998554804399994
11.129764267679066,ppg6_0,2020-04-12,2020,4,15,14.8851853927152,18.32224,-6.889741451111213,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,19.12041293613141
16.100728822835215,ppg6_0,2020-04-19,2020,4,16,14.8851853927152,24.50688,-6.393077306632973,-0.004475588274865176,0.0,0.0,-0.0,-1.6885213346949703,0.0,1.4755937001150308,0.0,0.0,24.375433686062635
65.60958433120932,ppg6_0,2020-04-26,2020,4,17,14.8851853927152,89.2261,-6.712374274597245,-0.004795273151641263,12.54060811178541,0.0,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0,98.9555036002995
7.9556708726626075,ppg6_0,2020-05-03,2020,5,18,14.8851853927152,11.78634,-6.10590110173251,-0.004475588274865176,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,16.730479575370435
28.43620093487714,ppg6_0,2020-05-10,2020,5,19,14.8851853927152,39.51874,-5.500004732693836,-0.004195864007686107,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,48.786138925670315
8.074774720305252,ppg6_0,2020-05-17,2020,5,20,14.8851853927152,11.4614,-6.617243239726831,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,16.33755273297647
31.177899557087855,ppg6_0,2020-05-24,2020,5,21,14.8851853927152,44.8536,-6.064551477451713,-0.004795273151641263,0.0,0.0,-0.0,-1.6885213346949703,12.637295312338438,0.0,0.0,0.0,50.942512176843174
7.804033396789421,ppg6_0,2020-05-31,2020,5,22,14.8851853927152,11.0417,-6.015883654627757,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,16.668539861725222
68.6315409953144,ppg6_0,2020-06-07,2020,6,23,14.8851853927152,97.96532,-5.238347590816711,-0.004195864007686107,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,89.2431361279847
17.683614560382015,ppg6_0,2020-06-14,2020,6,24,14.8851853927152,25.41482,-6.353438682163137,-0.0051641403171521294,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,26.210197130616923
22.209601469137848,ppg6_0,2020-06-21,2020,6,25,14.8851853927152,29.99012,-5.872043200503625,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0,31.217948388197787
9.821101146607859,ppg6_0,2020-06-28,2020,6,26,14.8851853927152,12.41436,-6.790152665517751,-0.005594485343581473,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0,17.91053938846173
37.04563461106833,ppg6_0,2020-07-05,2020,7,27,14.8851853927152,53.506600000000006,-5.446253826152712,-0.004475588274865176,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,,0.0,57.449043784135455
26.713205217479363,ppg6_0,2020-07-12,2020,7,28,14.8851853927152,41.51428,-5.451300859630752,-0.004475588274865176,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,,0.0,47.111567357068445
81.41925729372306,ppg6_0,2020-07-19,2020,7,29,14.8851853927152,118.73432,-5.111540874680962,-0.004195864007686107,0.0,4.111278507654205,-0.0,-0.0,12.637295312338438,0.0,,0.0,107.93727976774225
9.472045660980033,ppg6_0,2020-07-26,2020,7,30,14.8851853927152,14.81502,-5.837434970939923,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0,18.51500080960367
36.52363715099983,ppg6_0,2020-08-02,2020,8,31,14.8851853927152,55.85534,-5.4280845056317695,-0.004475588274865176,0.0,4.111278507654205,-0.0,-0.0,12.637295312338438,0.0,0.0,0.0022619859092986,62.72709825571034
10.38746374270048,ppg6_0,2020-08-09,2020,8,32,14.8851853927152,15.7591,-6.722017713564215,-0.005594485343581473,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0,18.545036936507884
16.203526052805927,ppg6_0,2020-08-16,2020,8,33,14.8851853927152,33.58334,-5.572465713342836,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0,25.51145045902665
9.113956303535467,ppg6_0,2020-08-23,2020,8,34,14.8851853927152,13.54094,-5.514605079541022,-0.004795273151641263,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0,18.479741343558004
39.50572757676101,ppg6_0,2020-08-30,2020,8,35,14.8851853927152,51.95414,-5.8334001172528085,-0.0051641403171521294,0.0,0.0,-1.6683421175589344,-0.0,12.637295312338438,0.0,0.0,0.0,59.52130190668575
12.821167247634953,ppg6_0,2020-09-06,2020,9,36,14.8851853927152,27.8502,-5.020788903953959,-0.004475588274865176,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,22.68108814812133
74.6741024205007,ppg6_0,2020-09-13,2020,9,37,14.8851853927152,99.3891,-5.00312428678082,-0.004475588274865176,0.0,4.111278507654205,-0.0,-0.0,12.637295312338438,0.0,,0.0,101.30026175815286
18.286756464151523,ppg6_0,2020-09-20,2020,9,38,14.8851853927152,31.71454,-5.0006007700418005,-0.004475588274865176,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0,28.16686549855006
13.68027498816722,ppg6_0,2020-09-27,2020,9,39,14.8851853927152,29.1526,-6.2337172245638675,-0.005594485343581473,0.0,0.0,-0.0,-0.0,0.0,0.0,,0.0,22.326148670974973
