Seasonal_index,PPG,Date,Year,Month,Week,Intercept,Vol.Sales,Wtd.Selling.Dist,Weighted_Price,display_platinum,display_gold,display_silver,display_bronze,promo_catalogue,promo_ins,Retailer 0_Promo.Group 20_promo_ins,Retailer 0_Promo.Group 3_promo_ins,Vol.Sales_pred
5.202856398660497,ppg5_1,2020-07-26,2020,7,30,16.581167536150215,19.31544,1.1296772716575583,-0.22350918858054458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.69019201788773
5.281633547584558,ppg5_1,2020-08-02,2020,8,31,16.581167536150215,21.8186,0.8478331458366807,-0.16763189143540844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.543002338136045
4.184165474494888,ppg5_1,2020-08-09,2020,8,32,16.581167536150215,15.21132,1.1292938102618837,-0.22350918858054458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.671117632326443
5.030388901967959,ppg5_1,2020-08-16,2020,8,33,16.581167536150215,20.94278,1.1292938102618837,-0.22350918858054458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.517341059799517
5.026708153147548,ppg5_1,2020-08-23,2020,8,34,16.581167536150215,14.77354,0.8478331458366807,-0.16763189143540844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.288076943699036
4.873219771255304,ppg5_1,2020-08-30,2020,8,35,16.581167536150215,20.05864,1.1296772716575583,-0.22350918858054458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.360555390482535
4.262261242187797,ppg5_1,2020-09-06,2020,9,36,16.581167536150215,17.617,1.1296772716575583,-0.22350918858054458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.74959686141503
5.194443222793273,ppg5_1,2020-09-13,2020,9,37,16.581167536150215,31.59622,1.1300607330532326,-0.22350918858054458,0.0,0.0,0.0,1.3040826250331543,3.8621305407823527,0.0,0.0,0.0,27.848375469231684
4.9805959709158625,ppg5_1,2020-09-20,2020,9,38,16.581167536150215,23.6863,1.1304441944489076,-0.22350918858054458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46869851293444
5.468462101281049,ppg5_1,2020-09-27,2020,9,39,16.581167536150215,23.22756,1.1300607330532326,-0.22350918858054458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.95618118190395
