PPG,Date,Year,Month,Week,Seasonal_index,const,promo_catalogue,promo_ins,display_platinum,display_gold,display_silver,display_bronze,Retailer 1_Promo.Group 22_display_bronze,Retailer 0_Promo.Group 20_display_platinum,Vol.Sales,Vol.Sales_pred
ppg3_0,03-03-2019,2019,3,9,4.24579775,2.127590156,0,0,0,0,0,0,0,0,5.52639,6.373387906
ppg3_0,10-03-2019,2019,3,10,14.61595933,2.127590156,-0.784433482,0,0,0,5.320981117,0,0,0,19.068635,21.28009712
ppg3_0,17-03-2019,2019,3,11,9.332778355,2.127590156,0,0,0,0,0,0,0,0,10.51738,11.46036851
ppg3_0,24-03-2019,2019,3,12,16.94632527,2.127590156,-0.784433482,0,0,0,5.320981117,0,-2.009513468,0,24.18073,21.60094959
ppg3_0,31-03-2019,2019,3,13,9.659410705,2.127590156,0,0,0,0,0,0,-2.009513468,0,10.919015,9.777487393
ppg3_0,07-04-2019,2019,4,14,15.14817269,2.127590156,0,0,0,0,0,0,-2.009513468,0,15.573045,15.26624938
ppg3_0,14-04-2019,2019,4,15,9.033314226,2.127590156,0,0,0,0,0,0,-2.009513468,0,8.65674,9.151390914
ppg3_0,21-04-2019,2019,4,16,30.67923838,2.127590156,-0.784433482,0,0,0,5.320981117,0,0,0,40.94911,37.34337617
ppg3_0,28-04-2019,2019,4,17,6.425217832,2.127590156,0,0,0,0,0,0,0,0,6.019895,8.552807988
ppg3_0,05-05-2019,2019,5,18,14.89789315,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,14.030495,19.80285001
ppg3_0,12-05-2019,2019,5,19,7.244891989,2.127590156,0,0,0,0,0,0,0,0,7.167645,9.372482145
ppg3_0,19-05-2019,2019,5,20,21.35266504,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,23.3968,26.25762191
ppg3_0,26-05-2019,2019,5,21,7.25482104,2.127590156,0,0,0,0,0,0,0,0,6.92027,9.382411196
ppg3_0,02-06-2019,2019,6,22,43.05919599,2.127590156,-0.784433482,0,0,0,5.320981117,0,0,0,45.926915,49.72333378
ppg3_0,09-06-2019,2019,6,23,13.98517419,2.127590156,0,0,0,0,0,0,-2.009513468,0,14.12053,14.10325088
ppg3_0,16-06-2019,2019,6,24,21.65863933,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,23.53513,26.56359619
ppg3_0,23-06-2019,2019,6,25,7.709617145,2.127590156,0,0,0,0,0,0,-2.009513468,0,9.523405,7.827693833
ppg3_0,30-06-2019,2019,6,26,14.40498348,2.127590156,0,0,0,0,0,0,0,0,14.848665,16.53257364
ppg3_0,07-07-2019,2019,7,27,30.85151038,2.127590156,-0.784433482,0,0,12.91237559,0,0,0,0,45.002955,45.10704264
ppg3_0,14-07-2019,2019,7,28,11.80199532,2.127590156,0,0,0,0,0,0,0,0,15.60452,13.92958548
ppg3_0,21-07-2019,2019,7,29,10.66606766,2.127590156,0,0,0,0,0,0,-2.009513468,0,14.128755,10.78414435
ppg3_0,28-07-2019,2019,7,30,53.6956879,2.127590156,-0.784433482,0,14.93358682,0,0,0,-2.009513468,1.888536571,80.66532,69.85145449
ppg3_0,04-08-2019,2019,8,31,9.851734564,2.127590156,0,0,0,0,0,0,0,0,12.2083,11.97932472
ppg3_0,11-08-2019,2019,8,32,27.47899618,2.127590156,0,0,0,0,0,0,0,0,31.8788,29.60658633
ppg3_0,18-08-2019,2019,8,33,10.64811174,2.127590156,0,0,0,0,0,0,0,0,9.9589,12.7757019
ppg3_0,25-08-2019,2019,8,34,19.79907405,2.127590156,0,-0.358029488,0,0,0,3.561800189,0,0,23.220105,25.13043491
ppg3_0,01-09-2019,2019,9,35,8.51042431,2.127590156,0,0,0,0,0,0,0,0,10.432735,10.63801447
ppg3_0,08-09-2019,2019,9,36,43.59294651,2.127590156,-0.784433482,0,14.93358682,0,0,0,0,1.888536571,63.67372,61.75822657
ppg3_0,15-09-2019,2019,9,37,6.11700256,2.127590156,0,0,0,0,0,0,0,0,8.05307,8.244592716
ppg3_0,22-09-2019,2019,9,38,12.47814425,2.127590156,0,0,0,0,0,0,0,0,15.78918,14.6057344
ppg3_0,29-09-2019,2019,9,39,26.99940677,2.127590156,0,0,0,0,0,0,0,0,19.288345,29.12699693
ppg3_0,06-10-2019,2019,10,40,10.62398178,2.127590156,0,0,0,0,0,0,0,0,9.13991,12.75157193
ppg3_0,13-10-2019,2019,10,41,8.81938187,2.127590156,0,0,0,0,0,0,0,0,8.628295,10.94697203
ppg3_0,20-10-2019,2019,10,42,23.53816179,2.127590156,-0.784433482,0,14.93358682,0,0,0,0,1.888536571,53.50096,41.70344186
ppg3_0,27-10-2019,2019,10,43,23.76493411,2.127590156,-0.784433482,0,14.93358682,0,0,0,0,1.888536571,44.819565,41.93021418
ppg3_0,03-11-2019,2019,11,44,15.05983794,2.127590156,0,-0.358029488,14.93358682,0,0,0,0,1.888536571,24.169435,33.651522
ppg3_0,10-11-2019,2019,11,45,7.154953273,2.127590156,0,0,0,0,0,0,0,0,6.844285,9.282543429
ppg3_0,17-11-2019,2019,11,46,17.6661264,2.127590156,0,0,0,0,0,0,0,0,21.12885,19.79371656
ppg3_0,24-11-2019,2019,11,47,5.110553451,2.127590156,0,0,0,0,0,0,0,0,6.286545,7.238143607
ppg3_0,01-12-2019,2019,12,48,14.124259,2.127590156,0,0,0,0,0,0,0,0,18.069015,16.25184916
ppg3_0,08-12-2019,2019,12,49,6.202634499,2.127590156,0,0,0,0,0,0,0,0,7.651635,8.330224655
ppg3_0,15-12-2019,2019,12,50,10.95381116,2.127590156,0,-0.358029488,0,0,0,3.561800189,0,0,17.80632,16.28517202
ppg3_0,22-12-2019,2019,12,51,29.2590804,2.127590156,-0.784433482,0,0,12.91237559,0,0,0,0,44.36492,43.51461266
ppg3_0,29-12-2019,2019,12,52,11.99343392,2.127590156,-0.784433482,0,0,12.91237559,0,0,0,0,16.686845,26.24896618
ppg3_0,05-01-2020,2020,1,1,3.665498905,2.127590156,0,0,0,0,0,0,0,0,5.017795,5.793089061
ppg3_0,12-01-2020,2020,1,2,27.83680789,2.127590156,-0.784433482,0,14.93358682,0,0,0,0,1.888536571,34.562055,46.00208795
ppg3_0,19-01-2020,2020,1,3,7.914095873,2.127590156,0,0,0,0,0,0,0,0,11.42962,10.04168603
ppg3_0,26-01-2020,2020,1,4,12.85389737,2.127590156,-0.784433482,0,0,0,5.320981117,0,0,0,19.88594,19.51803516
ppg3_0,02-02-2020,2020,2,5,3.837516234,2.127590156,0,0,0,0,0,0,-2.009513468,0,5.192115,3.955592922
ppg3_0,09-02-2020,2020,2,6,23.53461597,2.127590156,0,0,0,0,0,0,0,0,28.63891,25.66220613
ppg3_0,16-02-2020,2020,2,7,8.322574852,2.127590156,0,0,0,0,0,0,0,0,10.788715,10.45016501
ppg3_0,23-02-2020,2020,2,8,13.5292126,2.127590156,0,0,0,0,0,0,0,0,18.70414,15.65680275
ppg3_0,01-03-2020,2020,3,9,4.24579775,2.127590156,0,0,0,0,0,0,0,0,5.81986,6.373387906
ppg3_0,08-03-2020,2020,3,10,14.61595933,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,19.985975,19.52091619
ppg3_0,15-03-2020,2020,3,11,9.332778355,2.127590156,0,0,0,0,0,0,0,0,14.582145,11.46036851
ppg3_0,22-03-2020,2020,3,12,16.94632527,2.127590156,-0.784433482,0,0,0,0,3.561800189,-2.009513468,0,20.898565,19.84176867
ppg3_0,29-03-2020,2020,3,13,9.659410705,2.127590156,0,0,0,0,0,0,-2.009513468,0,15.05568,9.777487393
ppg3_0,05-04-2020,2020,4,14,15.14817269,2.127590156,0,0,0,0,0,0,0,0,25.31254,17.27576285
ppg3_0,12-04-2020,2020,4,15,9.033314226,2.127590156,0,0,0,0,0,0,0,0,15.786045,11.16090438
ppg3_0,19-04-2020,2020,4,16,30.67923838,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,40.937295,35.58419524
ppg3_0,26-04-2020,2020,4,17,6.425217832,2.127590156,0,0,0,0,0,0,0,0,11.37919,8.552807988
ppg3_0,03-05-2020,2020,5,18,14.89789315,2.127590156,0,-0.358029488,0,12.91237559,0,0,0,0,26.304995,29.5798294
ppg3_0,10-05-2020,2020,5,19,7.244891989,2.127590156,0,0,0,0,0,0,0,0,12.414005,9.372482145
ppg3_0,17-05-2020,2020,5,20,21.35266504,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,34.09395,26.25762191
ppg3_0,24-05-2020,2020,5,21,7.25482104,2.127590156,0,0,0,0,0,0,0,0,12.713315,9.382411196
ppg3_0,31-05-2020,2020,5,22,43.05919599,2.127590156,-0.784433482,0,0,12.91237559,0,0,0,0,70.12976,57.31472825
ppg3_0,07-06-2020,2020,6,23,13.98517419,2.127590156,0,-0.358029488,0,0,0,3.561800189,0,0,23.65114,19.31653505
ppg3_0,14-06-2020,2020,6,24,21.65863933,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,34.798655,26.56359619
ppg3_0,21-06-2020,2020,6,25,7.709617145,2.127590156,0,0,0,0,0,0,0,0,11.129295,9.837207301
ppg3_0,28-06-2020,2020,6,26,14.40498348,2.127590156,0,-0.358029488,0,0,0,3.561800189,0,0,24.02715,19.73634434
ppg3_0,05-07-2020,2020,7,27,30.85151038,2.127590156,-0.784433482,0,0,0,5.320981117,0,0,0,36.97011,37.51564817
ppg3_0,12-07-2020,2020,7,28,11.80199532,2.127590156,0,0,0,0,0,0,0,0,15.91082,13.92958548
ppg3_0,19-07-2020,2020,7,29,10.66606766,2.127590156,0,0,0,0,0,0,0,0,14.35072,12.79365781
ppg3_0,26-07-2020,2020,7,30,53.6956879,2.127590156,-0.784433482,0,0,12.91237559,0,0,0,0,61.776855,67.95122016
ppg3_0,02-08-2020,2020,8,31,9.851734564,2.127590156,0,0,0,0,0,0,0,0,14.75799,11.97932472
ppg3_0,09-08-2020,2020,8,32,27.47899618,2.127590156,-0.784433482,0,0,12.91237559,0,0,0,0,39.20292,41.73452844
ppg3_0,16-08-2020,2020,8,33,10.64811174,2.127590156,0,0,0,0,0,0,0,0,12.1125,12.7757019
ppg3_0,23-08-2020,2020,8,34,19.79907405,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,28.831955,24.70403092
ppg3_0,30-08-2020,2020,8,35,8.51042431,2.127590156,0,0,0,0,0,0,0,0,11.067005,10.63801447
ppg3_0,06-09-2020,2020,9,36,43.59294651,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,38.901155,48.49790337
ppg3_0,13-09-2020,2020,9,37,6.11700256,2.127590156,0,0,0,0,0,0,-2.009513468,0,8.47717,6.235079248
ppg3_0,20-09-2020,2020,9,38,12.47814425,2.127590156,0,0,0,0,0,0,0,0,15.951135,14.6057344
ppg3_0,27-09-2020,2020,9,39,26.99940677,2.127590156,-0.784433482,0,0,0,0,3.561800189,0,0,26.344005,31.90436364
