Features,Coeff
const,0.23600150222722704
display_platinum,-2.4740178859612423e-15
Retailer 1_Promo.Group 3_promo_ins,-0.11135797335916359
Seasonal_index,4.834263987013423
display_silver,-1.3689524294351169e-17
Retailer 0_Promo.Group 22_Wtd.Selling.Dist,-0.0049217741452240674
promo_catalogue,0.702061234354137
display_bronze,0.7020612343541366
Retailer 0_Promo.Group 22_promo_ins,0.7581412816806629
display_gold,0.0
promo_ins,1.2751011572919648
