,PPG,Year,Month,Vol.Sales,Vol.Sales_pred,perc Seasonal_index,perc const,perc promo_catalogue,perc promo_ins,perc display_platinum,perc display_gold,perc display_silver,perc display_bronze,perc Retailer 1_Promo.Group 22_display_bronze,perc Retailer 0_Promo.Group 20_display_platinum
0,ppg3_0,2018,8,84.56466499999999,77.9231809,80.14921661902167,10.063731257020885,-1.8552275516020789,-0.42337953801389744,0.0,0.0,0.0,4.211924908589185,0.0,0.0
1,ppg3_0,2018,9,145.779535,137.816741316,67.01758542445619,7.297286810525222,-1.0761914997190791,-0.24559653589236652,10.243952842900754,8.857467949805162,0.0,2.443278604915292,0.0,0.0
2,ppg3_0,2018,10,47.913645,69.73730078,139.30574380220915,17.761872685745367,-1.637181813239214,-1.4944781930074407,0.0,0.0,0.0,0.0,-8.388063433704533,0.0
3,ppg3_0,2018,11,49.837375,53.553625948,90.27656666106512,17.07626178947025,-1.5739863546183963,-1.4367911151018689,0.0,0.0,0.0,7.146845492965872,-4.032141476151182,0.0
4,ppg3_0,2018,12,71.15872,80.817869335,101.93159598570631,14.949609520800825,-3.307114638936732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ppg3_0,2019,1,68.72206,76.81835057100001,76.06043829012111,12.383739113757649,-1.1414580441855207,0.0,21.730412068555573,0.0,0.0,0.0,0.0,2.748079104438953
6,ppg3_0,2019,2,67.85069,75.84335979,72.54741205432104,12.54277682953556,-2.312234354580624,-0.5276725822537692,0.0,19.030573734769682,0.0,10.498935792694224,0.0,0.0
7,ppg3_0,2019,3,70.21215,70.492290519,78.04955610959072,15.151153724818284,-2.234466490486333,0.0,0.0,0.0,15.156867057909492,0.0,-5.724118882558077,0.0
8,ppg3_0,2019,4,71.19879,70.313824452,86.07722564948084,11.95295681850773,-1.1017511421191286,0.0,0.0,0.0,7.473415091745237,0.0,-5.644796682640253,0.0
9,ppg3_0,2019,5,51.51521,64.815365261,98.5151205226573,16.520093044364955,-3.045444178525138,0.0,0.0,0.0,0.0,13.82814974063,0.0,0.0
10,ppg3_0,2019,6,107.954645,114.750448323,93.38885801069513,9.854092688647164,-1.4532649002736286,0.0,0.0,0.0,4.928904279199843,3.29934871167424,-3.7228846762452883,0.0
11,ppg3_0,2019,7,155.40155,139.67222696,68.86370262072677,5.476367915249238,-1.0095568313186067,0.0,9.609676879027269,8.309039124770635,0.0,0.0,-2.5862206239255663,1.21526237737011
12,ppg3_0,2019,8,77.266105,79.49204786,87.72011548142618,11.014351796301886,0.0,-0.4633719895677413,0.0,0.0,0.0,4.609783538331588,0.0,0.0
13,ppg3_0,2019,9,117.23705,124.373565086,83.33365979440799,9.073881319941094,-0.6691003245134537,0.0,12.737941478397827,0.0,0.0,0.0,0.0,1.6108700884234124
14,ppg3_0,2019,10,116.08873,107.3322,57.49607179783946,7.330910264932694,-1.3514377872856391,0.0,25.727883869519463,0.0,0.0,0.0,0.0,3.2536088059538595
15,ppg3_0,2019,11,58.429115,69.965925596,77.00180135194586,14.565273877586543,0.0,-0.6127587042863819,25.55846827390762,0.0,0.0,0.0,0.0,3.2321841106099245
16,ppg3_0,2019,12,104.578735,110.630824675,69.35752185088107,10.172193018016522,-1.5001777980963338,-0.34235400533387594,0.0,24.694074928330316,0.0,3.4058551090716485,0.0,0.0
17,ppg3_0,2020,1,70.89541,81.354898201,73.72875061728256,12.004106646678538,-2.212931646773747,0.0,21.064250591117254,0.0,7.5053957893747985,0.0,0.0,2.663834754605411
18,ppg3_0,2020,2,63.32388,55.724766812,77.73358116400952,13.43941752147847,0.0,0.0,0.0,0.0,0.0,0.0,-3.1733896722689767,0.0
19,ppg3_0,2020,3,76.342225,66.973928669,71.78238702107517,13.934556898230305,-2.0550448509982515,0.0,0.0,0.0,0.0,9.331140634164122,-5.26448755718084,0.0
20,ppg3_0,2020,4,93.41507,72.573670458,65.60605599075181,9.110265210955792,-0.8397290522824636,0.0,0.0,0.0,0.0,3.8128753626154754,0.0,0.0
21,ppg3_0,2020,5,155.656025,131.907072901,60.26716101031104,6.8342685610788285,-1.007906352484589,-0.2300132539039205,0.0,16.59091010450768,0.0,2.2882507689631675,0.0,0.0
22,ppg3_0,2020,6,93.60624,75.45368288099999,61.70359384694867,9.091659513297405,-0.8380140917955896,-0.76496927555257,0.0,0.0,0.0,11.415265229112931,0.0,0.0
23,ppg3_0,2020,7,129.008505,132.19011162,82.95209781711678,6.59674385343819,-1.2160957636087635,0.0,0.0,10.008933589300954,4.124519633027295,0.0,0.0,0.0
24,ppg3_0,2020,8,105.97237,101.83160045,71.98889752489258,10.038419240788897,-1.4804490679976299,0.0,0.0,12.184662464376327,0.0,3.3610649540064075,0.0,0.0
25,ppg3_0,2020,9,89.673465,101.243080658,99.45807278663762,9.4903889617737,-1.7495331132793854,0.0,0.0,0.0,0.0,7.943933445640804,-2.2409231850246893,0.0
